,aa_000,ag_001,ag_002,ag_003,ag_004,ag_005,ah_000,ai_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,ay_001,ay_002,ay_003,ay_004,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_005,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bt_000,bu_000,bv_000,bx_000,by_000,cc_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_007,cn_008,cn_009,cq_000,cs_001,cs_002,cs_003,cs_004,cs_005,cx_000,dd_000,df_000,dn_000,dq_000,eb_000,ec_00,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007
46164,0.2905027932960894,0.0,0.0,0.0,0.01986754966887419,0.2588235294117647,0.30219780219780223,0.0,0.0,0.0,0.31693989071038253,0.3114754098360656,0.18452380952380953,0.25,0.0,0.0,0.0,0.0,0.0,0.25903614457831325,0.09316770186335403,0.0,0.04964539007092199,0.05555555555555555,0.021897810218978096,0.15976331360946744,0.22413793103448276,0.3942857142857143,0.32748538011695905,0.367816091954023,0.3542857142857143,0.3160919540229885,0.1834319526627219,0.0,0.0,0.2833333333333333,0.013605442176870736,0.01315789473684209,0.013605442176870736,0.04166666666666667,0.30219780219780223,0.2571428571428572,0.20118343195266272,0.15337423312883436,0.2905027932960894,0.2833333333333333,0.2833333333333333,0.297752808988764,0.3016759776536313,0.3033707865168539,0.3055555555555556,0.021582733812949645,0.1301775147928994,0.0,0.0,0.0,0.0,0.0,0.14556962025316456,0.3068181818181819,0.06802721088435373,0.02857142857142858,0.0,0.2833333333333333,0.30864197530864196,0.08552631578947367,0.19047619047619047,0.11038961038961038,0.3539325842696629,0.0,0.2485207100591716,0.0,0.23391812865497075,0.0,0.01265822784810125,0.3910614525139665,0.14457831325301207,0.2530120481927711,0.4488636363636364,0.46022727272727276,0.40340909090909094,0.29069767441860467,0.17365269461077842,0.06578947368421051
32119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005813953488372103,0.0,0.0,0.0,0.0,0.0,0.0,0.0062111801242235865,0.0,0.021276595744680854,0.0069444444444444475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005917159763313612,0.0,0.0,0.0,0.0,0.0,0.0,0.005681818181818232,0.0,0.0,0.0,0.0,0.006172839506172839,0.0,0.0,0.0,0.0,0.0,0.005917159763313612,0.0,0.0,0.0,0.0,0.03351955307262572,0.00602409638554216,0.0,0.0,0.0,0.005681818181818232,0.0,0.0,0.0
51162,0.0,0.0,0.0,0.0,0.006622516556291397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005813953488372103,0.0,0.0,0.0,0.0,0.0,0.0,0.0062111801242235865,0.0,0.021276595744680854,0.0069444444444444475,0.0,0.0,0.0,0.0,0.0,0.005747126436781602,0.0,0.0,0.0,0.0,0.0,0.005555555555555536,0.0,0.0,0.013605442176870736,0.0,0.0,0.0,0.005917159763313612,0.006134969325153367,0.0,0.005555555555555536,0.005555555555555536,0.0,0.0,0.0,0.0,0.007194244604316544,0.005917159763313612,0.0,0.019354838709677413,0.0,0.0,0.0,0.006329113924050639,0.005681818181818232,0.0,0.0,0.0,0.005555555555555536,0.006172839506172839,0.0,0.005952380952380959,0.0,0.0,0.006329113924050639,0.005917159763313612,0.0,0.0,0.0,0.0,0.027932960893854775,0.00602409638554216,0.0,0.0,0.0,0.005681818181818232,0.005813953488372103,0.0059880239520958,0.0
16822,0.011173184357541943,0.0,0.0,0.0,0.006622516556291397,0.00588235294117645,0.0054945054945055305,0.0,0.0,0.0,0.005464480874316946,0.010928961748633892,0.005952380952380959,0.005813953488372103,0.0,0.0,0.0,0.0,0.0,0.00602409638554216,0.0062111801242235865,0.0,0.007092198581560294,0.020833333333333343,0.014598540145985398,0.005917159763313612,0.011494252873563204,0.011428571428571455,0.005847953216374269,0.005747126436781602,0.0,0.0,0.0,0.0,0.0,0.011111111111111127,0.0,0.0,0.0,0.0,0.0054945054945055305,0.005714285714285727,0.005917159763313612,0.006134969325153367,0.011173184357541943,0.011111111111111127,0.011111111111111127,0.005617977528089846,0.005586592178770944,0.011235955056179747,0.005555555555555536,0.0,0.005917159763313612,0.0,0.0,0.0,0.0,0.0,0.006329113924050639,0.017045454545454586,0.0,0.0,0.0,0.011111111111111127,0.018518518518518517,0.0,0.011904761904761918,0.0,0.011235955056179747,0.006329113924050639,0.0,0.0,0.005847953216374269,0.0,0.0,0.027932960893854775,0.01204819277108432,0.00602409638554216,0.005681818181818232,0.011363636363636409,0.02840909090909094,0.011627906976744207,0.0,0.0
52690,0.005586592178770944,0.0,0.0,0.0,0.0,0.011764705882352927,0.0054945054945055305,0.0,0.0,0.0,0.005464480874316946,0.005464480874316946,0.0,0.005813953488372103,0.0,0.0,0.0,0.0,0.0,0.00602409638554216,0.0062111801242235865,0.0,0.014184397163120574,0.0,0.0,0.005917159763313612,0.0,0.011428571428571455,0.005847953216374269,0.005747126436781602,0.0,0.0,0.0,0.0,0.0,0.005555555555555536,0.0,0.0,0.006802721088435354,0.0,0.0054945054945055305,0.0,0.0,0.006134969325153367,0.005586592178770944,0.005555555555555536,0.005555555555555536,0.005617977528089846,0.005586592178770944,0.005617977528089846,0.005555555555555536,0.0,0.005917159763313612,0.0,0.0,0.0,0.0,0.0,0.01265822784810125,0.011363636363636409,0.0,0.0,0.0,0.005555555555555536,0.006172839506172839,0.0,0.005952380952380959,0.0,0.005617977528089846,0.025316455696202528,0.005917159763313612,0.0,0.0,0.0,0.006329113924050639,0.011173184357541943,0.00602409638554216,0.00602409638554216,0.0,0.0,0.005681818181818232,0.03488372093023259,0.0059880239520958,0.0
51744,0.0,0.0,0.0,0.0,0.006622516556291397,0.0,0.0,0.0,0.007092198581560294,0.007092198581560294,0.0,0.0,0.005952380952380959,0.0,0.0,0.0,0.0,0.0,0.0,0.00602409638554216,0.0062111801242235865,0.0,0.021276595744680854,0.0069444444444444475,0.0,0.0,0.0,0.0,0.0,0.005747126436781602,0.0,0.0,0.0,0.0,0.0,0.005555555555555536,0.0,0.0,0.0,0.0,0.0,0.0,0.011834319526627224,0.006134969325153367,0.0,0.005555555555555536,0.005555555555555536,0.0,0.0,0.0,0.0,0.0,0.005917159763313612,0.0,0.006451612903225795,0.0,0.0,0.00684931506849315,0.006329113924050639,0.005681818181818232,0.0,0.0,0.0,0.005555555555555536,0.006172839506172839,0.0,0.0,0.0,0.0,0.0,0.005917159763313612,0.0,0.0,0.0,0.0,0.027932960893854775,0.00602409638554216,0.0,0.0,0.0,0.005681818181818232,0.0,0.0059880239520958,0.0
30118,0.0,0.0,0.0,0.0,0.006622516556291397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005813953488372103,0.0,0.0,0.0,0.0,0.0,0.0,0.0062111801242235865,0.0,0.007092198581560294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006451612903225795,0.0,0.0,0.0,0.006329113924050639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005917159763313612,0.0,0.0,0.0,0.0,0.0,0.00602409638554216,0.0,0.0,0.0,0.005681818181818232,0.0,0.0,0.0
9644,0.061452513966480465,0.0,0.0,0.014084507042253516,0.13907284768211922,0.09411764705882353,0.07142857142857145,0.0,0.014184397163120574,0.021276595744680854,0.07103825136612021,0.07650273224043716,0.07738095238095238,0.04069767441860467,1.0,0.0,0.0,0.0,0.0,0.03012048192771083,0.14906832298136646,0.0,0.04255319148936171,0.027777777777777776,0.021897810218978096,0.10059171597633135,0.06896551724137931,0.06285714285714286,0.05847953216374269,0.057471264367816105,0.045714285714285735,0.04022988505747127,0.029585798816568032,0.04794520547945205,0.18439716312056736,0.07777777777777778,0.09523809523809523,0.09868421052631578,0.16326530612244897,0.0,0.07142857142857145,0.045714285714285735,0.10059171597633135,0.04907975460122699,0.061452513966480465,0.07777777777777778,0.07777777777777778,0.0786516853932584,0.06703910614525141,0.06741573033707865,0.061111111111111116,0.0,0.0650887573964497,0.007092198581560294,0.14193548387096772,0.0,0.007246376811594207,0.04794520547945205,0.07594936708860758,0.051136363636363646,0.054421768707482984,0.007142857142857145,0.0,0.07777777777777778,0.07407407407407407,0.02631578947368421,0.0654761904761905,0.012987012987012991,0.0393258426966292,0.22151898734177214,0.16568047337278108,0.0,0.04678362573099415,0.00746268656716418,0.0,0.12849162011173187,0.06626506024096385,0.03614457831325302,0.04545454545454547,0.06250000000000003,0.03977272727272729,0.052325581395348875,0.18562874251497005,0.032894736842105254
24648,0.2011173184357542,0.0,0.0,0.0,0.11258278145695365,0.3411764705882353,0.19780219780219782,0.00746268656716418,0.0,0.0,0.20765027322404372,0.19672131147540983,0.17261904761904762,0.2093023255813954,0.0,0.0,0.0,0.0,0.0,0.2530120481927711,0.20496894409937885,0.0,0.04255319148936171,0.020833333333333343,0.014598540145985398,0.16568047337278108,0.13218390804597702,0.24571428571428572,0.13450292397660818,0.16666666666666669,0.18285714285714288,0.1724137931034483,0.17751479289940827,0.3287671232876712,0.007092198581560294,0.2,0.027210884353741485,0.0394736842105263,0.040816326530612235,0.020833333333333343,0.19780219780219782,0.17142857142857143,0.21301775147928992,0.12883435582822086,0.2011173184357542,0.2,0.2,0.2134831460674157,0.26815642458100564,0.20786516853932582,0.2,0.0,0.1301775147928994,0.0,0.0,0.0,0.0,0.0273972602739726,0.25949367088607594,0.2840909090909091,0.020408163265306117,0.007142857142857145,0.0,0.2,0.25308641975308643,0.04605263157894736,0.125,0.05844155844155843,0.20786516853932582,0.03797468354430378,0.2781065088757396,0.0,0.17543859649122806,0.0,0.03797468354430378,0.4804469273743017,0.1325301204819277,0.1746987951807229,0.22159090909090912,0.21590909090909094,0.1931818181818182,0.19186046511627908,0.15568862275449102,0.07894736842105263
8178,0.25139664804469275,0.0,0.0,0.0,0.033112582781456956,0.36470588235294116,0.2637362637362638,0.022388059701492536,0.0,0.0,0.27868852459016397,0.26229508196721313,0.20833333333333331,0.29651162790697677,0.0,0.0,0.0,0.0,0.0,0.03012048192771083,0.09937888198757763,0.0,0.04255319148936171,0.020833333333333343,0.021897810218978096,0.08284023668639054,0.28735632183908044,0.24571428571428572,0.2046783625730994,0.27586206896551724,0.37714285714285717,0.4942528735632184,0.2958579881656805,0.0,0.0,0.2611111111111111,0.0,0.0,0.013605442176870736,0.04166666666666667,0.2637362637362638,0.24571428571428572,0.21301775147928992,0.1901840490797546,0.25139664804469275,0.2611111111111111,0.2611111111111111,0.2752808988764045,0.2793296089385475,0.28089887640449435,0.2611111111111111,0.0,0.23076923076923075,0.0,0.0,0.0,0.0,0.0,0.10759493670886075,0.3295454545454546,0.0748299319727891,0.01428571428571429,0.0,0.2611111111111111,0.16049382716049382,0.1381578947368421,0.25,0.08441558441558442,0.3146067415730337,0.006329113924050639,0.23076923076923075,0.0,0.21637426900584794,0.0,0.025316455696202528,0.25139664804469275,0.22289156626506024,0.21686746987951808,0.31818181818181823,0.3465909090909091,0.3465909090909091,0.27906976744186046,0.19760479041916168,0.06578947368421051
20238,0.0,0.0,0.0,0.0,0.006622516556291397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062111801242235865,0.0,0.007092198581560294,0.0069444444444444475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005917159763313612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006451612903225795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006172839506172839,0.0,0.0,0.0,0.0,0.0,0.005917159763313612,0.0,0.0,0.0,0.0,0.016759776536312887,0.00602409638554216,0.0,0.0,0.0,0.005681818181818232,0.0,0.0,0.0
16033,0.0,0.0,0.0,0.04929577464788732,0.3443708609271523,0.12941176470588234,0.11538461538461542,0.0,0.09929078014184398,0.08510638297872342,0.12568306010928962,0.14207650273224046,0.0654761904761905,0.05813953488372095,0.0,0.0,0.0,0.0,0.0,0.10843373493975902,0.18012422360248445,0.0,0.04255319148936171,0.05555555555555555,0.029197080291970795,0.08284023668639054,0.12068965517241381,0.1142857142857143,0.12280701754385964,0.12068965517241381,0.10285714285714287,0.07471264367816094,0.04733727810650887,0.0821917808219178,0.21985815602836878,0.11666666666666667,0.7074829931972788,0.42763157894736836,0.1020408163265306,0.0,0.11538461538461542,0.06857142857142859,0.08284023668639054,0.04907975460122699,0.0,0.11666666666666667,0.11666666666666667,0.11797752808988762,0.1229050279329609,0.1235955056179775,0.12222222222222223,0.0,0.05917159763313609,0.007092198581560294,0.18709677419354837,0.0,0.0,0.0410958904109589,0.08227848101265822,0.1647727272727273,0.11564625850340135,0.01428571428571429,0.0,0.11666666666666667,0.09259259259259259,0.02631578947368421,0.059523809523809534,0.012987012987012991,0.14606741573033705,0.4873417721518987,0.10059171597633135,0.0,0.07017543859649122,0.01492537313432836,0.01898734177215189,0.0,0.054216867469879526,0.04216867469879518,0.051136363636363646,0.05681818181818185,0.05681818181818185,0.12209302325581398,0.2275449101796407,0.28289473684210525
33964,1.0,0.0,0.0,0.007042253521126751,0.15894039735099338,1.0,0.9505494505494506,0.0,0.007092198581560294,0.007092198581560294,1.0,1.0,0.738095238095238,0.5930232558139534,0.0,0.0,0.0,0.0,0.0,0.1686746987951807,0.9999999999999999,0.0,0.1347517730496454,0.26388888888888884,0.13138686131386862,1.0,0.8620689655172413,1.0,1.0,1.0,1.0,0.896551724137931,0.6331360946745561,0.21232876712328766,0.007092198581560294,1.0,0.006802721088435354,0.006578947368421045,0.006802721088435354,0.1527777777777778,0.9505494505494506,0.7257142857142858,0.8698224852071006,0.558282208588957,1.0,1.0,1.0,0.1235955056179775,1.0,0.1292134831460674,1.0,0.0,0.4497041420118343,0.04964539007092199,0.432258064516129,0.0,0.0,0.10273972602739725,1.0,1.0,0.06802721088435373,0.02857142857142858,0.0,1.0,0.6604938271604938,0.5394736842105263,0.42857142857142855,0.538961038961039,1.0,1.0,0.08875739644970415,0.0,0.5438596491228069,0.0,0.1582278481012658,0.8100558659217878,0.4457831325301205,0.5602409638554217,1.0,1.0,1.0,1.0,1.0,0.24999999999999997
42514,0.25139664804469275,0.0,0.0,0.0,0.013245033112582794,0.1764705882352941,0.25824175824175827,0.0,0.0,0.0,0.2677595628415301,0.25136612021857924,0.15476190476190477,0.2558139534883721,0.0,0.0,0.0,0.0,0.0,0.0963855421686747,0.13664596273291924,0.0,0.04964539007092199,0.0625,0.029197080291970795,0.10059171597633135,0.20689655172413793,0.24000000000000002,0.19883040935672514,0.28160919540229884,0.41714285714285715,0.48275862068965514,0.3431952662721893,0.0,0.0,0.2388888888888889,0.12925170068027209,0.17763157894736842,0.1020408163265306,0.013888888888888895,0.25824175824175827,0.2571428571428572,0.17159763313609466,0.13496932515337423,0.25139664804469275,0.2388888888888889,0.2388888888888889,0.2528089887640449,0.3016759776536313,0.2584269662921348,0.25,0.0,0.17751479289940827,0.0,0.0,0.0,0.0,0.0,0.07594936708860758,0.2897727272727273,0.054421768707482984,0.021428571428571436,0.0,0.2388888888888889,0.19753086419753085,0.04605263157894736,0.16666666666666666,0.07142857142857142,0.28089887640449435,0.03164556962025317,0.16568047337278108,0.0,0.24561403508771928,0.0,0.03164556962025317,0.3016759776536313,0.1746987951807229,0.20481927710843373,0.2897727272727273,0.2897727272727273,0.25568181818181823,0.22674418604651164,0.19161676646706588,0.08552631578947367
42149,0.1452513966480447,0.0,0.0,0.0,0.006622516556291397,0.03529411764705881,0.15384615384615388,0.0,0.0,0.0,0.16939890710382513,0.1639344262295082,0.09523809523809523,0.15116279069767444,0.0,0.0,0.0,0.0,0.0,0.23493975903614459,0.0372670807453416,0.0,0.03546099290780143,0.027777777777777776,0.014598540145985398,0.05325443786982248,0.13218390804597702,0.18285714285714288,0.14035087719298245,0.15517241379310345,0.1542857142857143,0.12643678160919541,0.13609467455621302,0.0958904109589041,0.0,0.15,0.013605442176870736,0.006578947368421045,0.013605442176870736,0.05555555555555555,0.15384615384615388,0.12000000000000002,0.09467455621301774,0.09202453987730061,0.1452513966480447,0.15,0.15,0.15730337078651685,0.19553072625698326,0.16292134831460672,0.16111111111111112,0.0,0.11242603550295857,0.0,0.0,0.0,0.0,0.0,0.01265822784810125,0.12500000000000003,0.03401360544217685,0.021428571428571436,0.0,0.15,0.1111111111111111,0.0,0.09523809523809523,0.04545454545454544,0.1797752808988764,0.0,0.11242603550295857,0.0,0.11695906432748537,0.0,0.0,0.1675977653631285,0.10843373493975902,0.14457831325301207,0.2272727272727273,0.25568181818181823,0.22159090909090912,0.16279069767441862,0.09580838323353291,0.02631578947368421
32650,0.13966480446927376,0.0,0.0,0.0,0.006622516556291397,0.017647058823529405,0.13736263736263737,0.0,0.0,0.0,0.14754098360655737,0.14207650273224046,0.07738095238095238,0.13372093023255816,0.0,0.0,0.0,0.0,0.0,0.1746987951807229,0.05590062111801242,0.0,0.056737588652482275,0.0625,0.021897810218978096,0.08284023668639054,0.12068965517241381,0.18857142857142858,0.15204678362573099,0.12643678160919541,0.09142857142857144,0.06321839080459771,0.08875739644970415,0.0,0.0,0.12777777777777777,0.1020408163265306,0.42763157894736836,0.08163265306122447,0.0069444444444444475,0.13736263736263737,0.1142857142857143,0.05917159763313609,0.09202453987730061,0.13966480446927376,0.12777777777777777,0.12777777777777777,0.14044943820224717,0.15083798882681568,0.14606741573033705,0.1388888888888889,0.007194244604316544,0.09467455621301774,0.0,0.0,0.0,0.0,0.0,0.01265822784810125,0.13636363636363638,0.020408163265306117,0.007142857142857145,0.0,0.12777777777777777,0.1111111111111111,0.02631578947368421,0.125,0.025974025974025955,0.1348314606741573,0.2151898734177215,0.10650887573964496,0.0,0.1111111111111111,0.0,0.08227848101265822,0.2011173184357542,0.0963855421686747,0.10240963855421686,0.1306818181818182,0.11931818181818185,0.12500000000000003,0.29651162790697677,0.11377245508982034,0.04605263157894736
18429,0.0,0.0,0.0,0.0,0.006622516556291397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005813953488372103,0.0,0.0,0.0,0.0,0.0,0.00602409638554216,0.0062111801242235865,0.0,0.014184397163120574,0.0069444444444444475,0.007299270072992692,0.005917159763313612,0.0,0.0,0.005847953216374269,0.005747126436781602,0.0,0.0,0.0,0.0,0.0,0.005555555555555536,0.0,0.0,0.0,0.0,0.0,0.0,0.005917159763313612,0.006134969325153367,0.0,0.005555555555555536,0.005555555555555536,0.0,0.0,0.0,0.0,0.007194244604316544,0.005917159763313612,0.0,0.01290322580645159,0.0,0.0,0.00684931506849315,0.01265822784810125,0.005681818181818232,0.0,0.0,0.0,0.005555555555555536,0.006172839506172839,0.0,0.005952380952380959,0.0,0.005617977528089846,0.006329113924050639,0.005917159763313612,0.0,0.0,0.0,0.0,0.011173184357541943,0.00602409638554216,0.0,0.0,0.0,0.005681818181818232,0.005813953488372103,0.0059880239520958,0.0
21950,0.005586592178770944,0.0,0.0,0.007042253521126751,0.02649006622516556,0.00588235294117645,0.0054945054945055305,0.0,0.0,0.007092198581560294,0.005464480874316946,0.010928961748633892,0.011904761904761918,0.005813953488372103,0.0,0.0,0.0,0.0,0.0,0.01204819277108432,0.0124223602484472,0.0,0.007092198581560294,0.0069444444444444475,0.0,0.0,0.017241379310344807,0.005714285714285727,0.005847953216374269,0.005747126436781602,0.0,0.0,0.0,0.0,0.0,0.011111111111111127,0.027210884353741485,0.01315789473684209,0.006802721088435354,0.0,0.0054945054945055305,0.005714285714285727,0.023668639053254448,0.012269938650306733,0.005586592178770944,0.011111111111111127,0.011111111111111127,0.011235955056179747,0.005586592178770944,0.011235955056179747,0.005555555555555536,0.007194244604316544,0.011834319526627224,0.0,0.02580645161290321,0.0,0.0,0.0273972602739726,0.01898734177215189,0.011363636363636409,0.0,0.0,0.0,0.011111111111111127,0.012345679012345678,0.0,0.005952380952380959,0.006493506493506496,0.011235955056179747,0.01898734177215189,0.023668639053254448,0.0,0.005847953216374269,0.0,0.006329113924050639,0.0,0.01807228915662651,0.00602409638554216,0.005681818181818232,0.0,0.005681818181818232,0.01744186046511631,0.0059880239520958,0.006578947368421045
58627,0.0,0.0,0.0,0.0,0.006622516556291397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005813953488372103,0.0,0.0,0.0,0.0,0.0,0.0,0.0062111801242235865,0.0,0.014184397163120574,0.0069444444444444475,0.007299270072992692,0.0,0.0,0.0,0.0,0.005747126436781602,0.0,0.0,0.0,0.0,0.0,0.005555555555555536,0.0,0.0,0.0,0.0,0.0,0.0,0.005917159763313612,0.006134969325153367,0.0,0.005555555555555536,0.005555555555555536,0.0,0.0,0.0,0.0,0.0,0.005917159763313612,0.0,0.01290322580645159,0.0,0.0,0.0,0.006329113924050639,0.005681818181818232,0.0,0.0,0.0,0.005555555555555536,0.006172839506172839,0.0,0.0,0.0,0.0,0.0,0.005917159763313612,0.0,0.0,0.0,0.0,0.03351955307262572,0.00602409638554216,0.0,0.0,0.0,0.005681818181818232,0.0,0.0,0.0
28056,0.2458100558659218,0.0,0.0,0.0,0.006622516556291397,0.03529411764705881,0.23076923076923078,0.0,0.0,0.0,0.2459016393442623,0.2568306010928962,0.08928571428571427,0.12209302325581398,0.0,0.0,0.0,0.0,0.0,0.22891566265060243,0.11180124223602483,0.0,0.1773049645390071,0.25,0.1532846715328467,0.005917159763313612,0.12643678160919541,0.22285714285714286,0.15204678362573099,0.20114942528735633,0.2285714285714286,0.22413793103448276,0.3313609467455621,0.0,0.0,0.20555555555555555,0.006802721088435354,0.0,0.0,0.0,0.23076923076923078,0.13142857142857145,0.08875739644970415,0.07975460122699388,0.2458100558659218,0.20555555555555555,0.20555555555555555,0.2191011235955056,0.3575418994413408,0.23033707865168537,0.23333333333333334,0.0,0.10059171597633135,0.0,0.0,0.0,0.0,0.0,0.006329113924050639,0.11363636363636367,0.09523809523809523,0.03571428571428572,0.007633587786259541,0.20555555555555555,0.16049382716049382,0.0394736842105263,0.10714285714285715,0.05194805194805194,0.28651685393258425,0.0,0.13609467455621302,0.0,0.11695906432748537,0.0,0.15189873417721517,0.22905027932960897,0.0963855421686747,0.1746987951807229,0.25568181818181823,0.25568181818181823,0.21022727272727276,0.19186046511627908,0.24550898203592814,0.11842105263157893
59267,0.19553072625698326,0.0,0.0,0.0,0.013245033112582794,0.1941176470588235,0.2142857142857143,0.0,0.0,0.0,0.21857923497267762,0.21857923497267762,0.11309523809523811,0.17441860465116282,0.0,0.0,0.0,0.0,0.0,0.10843373493975902,0.0062111801242235865,0.0,0.021276595744680854,0.013888888888888895,0.007299270072992692,0.05917159763313609,0.19540229885057472,0.20571428571428574,0.15204678362573099,0.1724137931034483,0.24571428571428572,0.5172413793103449,0.1952662721893491,0.0,0.0,0.18888888888888888,0.0,0.006578947368421045,0.020408163265306117,0.0,0.2142857142857143,0.17714285714285716,0.1242603550295858,0.09202453987730061,0.19553072625698326,0.18888888888888888,0.18888888888888888,0.20224719101123595,0.22905027932960897,0.20786516853932582,0.20555555555555555,0.0,0.1301775147928994,0.0,0.0,0.0,0.0,0.00684931506849315,0.056962025316455694,0.21590909090909094,0.027210884353741485,0.01428571428571429,0.0,0.18888888888888888,0.12962962962962962,0.006578947368421045,0.15476190476190477,0.06493506493506493,0.1797752808988764,0.01898734177215189,0.1242603550295858,0.0,0.14619883040935672,0.0,0.5822784810126582,0.1899441340782123,0.12650602409638556,0.1927710843373494,0.24431818181818185,0.22159090909090912,0.1931818181818182,0.21511627906976746,0.18562874251497005,0.07236842105263157
27331,0.18435754189944137,0.0,0.0,0.0,0.006622516556291397,0.0,0.2142857142857143,0.0,0.0,0.0,0.21857923497267762,0.23497267759562843,0.059523809523809534,0.08139534883720934,0.0,0.0,0.0,0.0,0.0,0.29518072289156627,0.06832298136645962,0.0,0.028368794326241148,0.020833333333333343,0.007299270072992692,0.023668639053254448,0.1724137931034483,0.2,0.19298245614035087,0.2471264367816092,0.4285714285714286,0.27011494252873564,0.005917159763313612,0.0,0.0,0.17777777777777778,0.0,0.21052631578947367,0.006802721088435354,0.18055555555555555,0.2142857142857143,0.13714285714285715,0.0650887573964497,0.055214723926380355,0.18435754189944137,0.17777777777777778,0.17777777777777778,0.19101123595505615,0.15083798882681568,0.19662921348314605,0.18888888888888888,0.0,0.14792899408284022,0.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363638,0.10884353741496597,0.042857142857142864,0.0,0.17777777777777778,0.12345679012345678,0.0,0.19047619047619047,0.08441558441558442,0.2191011235955056,0.1962025316455696,0.1242603550295858,0.0,0.09941520467836257,0.0,0.5506329113924051,0.22346368715083803,0.13855421686746988,0.1746987951807229,0.17045454545454547,0.15909090909090912,0.15909090909090912,0.2674418604651163,0.12574850299401197,0.07236842105263157
18194,0.6145251396648045,0.0,0.22388059701492535,0.352112676056338,0.8741721854304636,0.7764705882352941,0.5164835164835165,0.0,0.3191489361702128,0.35460992907801414,0.6229508196721312,0.6557377049180328,0.8690476190476191,0.40697674418604657,1.0,0.0,0.0,0.0,0.0,0.3795180722891567,0.9999999999999999,0.0,0.14184397163120568,0.16666666666666666,0.08029197080291971,0.6449704142011834,0.4367816091954023,0.7942857142857143,1.0,0.6436781609195402,0.5142857142857142,0.3390804597701149,0.21893491124260356,0.410958904109589,0.2765957446808511,0.7,0.6122448979591837,0.6447368421052632,0.1768707482993197,0.0,0.5164835164835165,0.4742857142857143,1.0,0.5214723926380368,0.6145251396648045,0.7,0.7,0.6741573033707865,0.49720670391061456,0.6685393258426966,0.5444444444444445,0.0,0.6923076923076923,0.014184397163120574,0.3354838709677419,0.0,0.2971014492753623,0.6027397260273972,0.5379746835443038,0.6022727272727273,0.10884353741496597,0.021428571428571436,0.0,0.7,0.42592592592592593,0.17763157894736842,0.9702380952380952,0.17532467532467533,0.24719101123595505,0.13291139240506328,0.5621301775147929,0.0,0.3216374269005848,0.11194029850746268,0.5253164556962024,0.5642458100558659,0.6566265060240964,0.3373493975903615,0.3522727272727273,0.3125,0.25568181818181823,0.28488372093023256,0.562874251497006,1.0
12000,0.005586592178770944,0.0,0.0,0.0,0.013245033112582794,0.0,0.0,0.0,0.0,0.0,0.0,0.005464480874316946,0.005952380952380959,0.005813953488372103,0.0,0.0,0.0,0.0,0.0,0.00602409638554216,0.0062111801242235865,0.0,0.007092198581560294,0.0069444444444444475,0.007299270072992692,0.0,0.005747126436781602,0.0,0.005847953216374269,0.005747126436781602,0.0,0.0,0.0,0.0,0.0,0.005555555555555536,0.027210884353741485,0.0,0.027210884353741485,0.0,0.0,0.0,0.011834319526627224,0.006134969325153367,0.005586592178770944,0.005555555555555536,0.005555555555555536,0.005617977528089846,0.005586592178770944,0.005617977528089846,0.0,0.0,0.005917159763313612,0.0,0.019354838709677413,0.0,0.0,0.0136986301369863,0.006329113924050639,0.005681818181818232,0.0,0.0,0.0,0.005555555555555536,0.006172839506172839,0.0,0.0,0.0,0.005617977528089846,0.01265822784810125,0.011834319526627224,0.0,0.005847953216374269,0.0,0.0,0.0,0.00602409638554216,0.0,0.0,0.0,0.005681818181818232,0.005813953488372103,0.0119760479041916,0.0
